Fid,Airline,Flight,DateTime,Lat,Lon,Geoaltitude,Lat2,Lon2,Geoaltitude2,Lat3,Lon3,Geoaltitude3,Lat4,Lon4,Geoaltitude4,Lat5,Lon5,Geoaltitude5,Label
10.42.0.211-10.42.0.1-23905-53-17,GO_FIRST,G8-165,28-02-24 23:39,33.79225159,-84.44080586,563.88,33.79197693,-84.44248744,563.88,33.79180391,-84.44343567,556.26,33.79151917,-84.44512192,541.02,33.79138494,-84.44595337,541.02,0
10.42.0.211-10.42.0.1-49917-53-17,GO_FIRST,G8-199,28-02-24 23:39,33.79197693,-84.44248744,563.88,33.79180391,-84.44343567,556.26,33.79151917,-84.44512192,541.02,33.79138494,-84.44595337,541.02,33.79101252,-84.44818497,533.4,0
10.42.0.151-10.42.0.1-5009-53-17,GO_FIRST,G8-191,28-02-24 23:39,33.79180391,-84.44343567,556.26,33.79151917,-84.44512192,541.02,33.79138494,-84.44595337,541.02,33.79101252,-84.44818497,533.4,33.79078674,-84.44977429,525.78,0
8.0.6.4-8.6.0.1-0-0-0,GO_FIRST,G8-237,28-02-24 23:39,33.79151917,-84.44512192,541.02,33.79138494,-84.44595337,541.02,33.79101252,-84.44818497,533.4,33.79078674,-84.44977429,525.78,33.79055786,-84.45128772,510.54,0
182.22.120.252-10.42.0.151-443-43857-6,GO_FIRST,G8-266,28-02-24 23:39,33.79138494,-84.44595337,541.02,33.79101252,-84.44818497,533.4,33.79078674,-84.44977429,525.78,33.79055786,-84.45128772,510.54,33.79036079,-84.45259094,502.92,0
10.42.0.1-10.42.0.42-53-50538-17,GO_FIRST,G8-103,28-02-24 23:39,33.79101252,-84.44818497,533.4,33.79078674,-84.44977429,525.78,33.79055786,-84.45128772,510.54,33.79036079,-84.45259094,502.92,33.7901001,-84.45442667,502.92,0
10.42.0.211-104.193.88.109-54964-80-6,GO_FIRST,G8-719,28-02-24 23:39,33.79078674,-84.44977429,525.78,33.79055786,-84.45128772,510.54,33.79036079,-84.45259094,502.92,33.7901001,-84.45442667,502.92,33.78996277,-84.45554772,495.3,0
172.217.8.3-10.42.0.151-443-59173-6,GO_FIRST,G8-101,28-02-24 23:39,33.79055786,-84.45128772,510.54,33.79036079,-84.45259094,502.92,33.7901001,-84.45442667,502.92,33.78996277,-84.45554772,495.3,33.78977966,-84.45694904,487.68,0
10.42.0.211-10.42.0.1-64661-53-17,GO_FIRST,G8-119,28-02-24 23:39,33.79036079,-84.45259094,502.92,33.7901001,-84.45442667,502.92,33.78996277,-84.45554772,495.3,33.78977966,-84.45694904,487.68,33.7895694,-84.45848465,487.68,0
172.217.6.238-10.42.0.151-443-51534-6,GO_FIRST,G8-113,28-02-24 23:40,33.7901001,-84.45442667,502.92,33.78996277,-84.45554772,495.3,33.78977966,-84.45694904,487.68,33.7895694,-84.45848465,487.68,33.78938319,-84.45991516,487.68,0
172.217.6.228-10.42.0.211-443-44828-6,Air_India,AI-636,28-02-24 23:40,33.78996277,-84.45554772,495.3,33.78977966,-84.45694904,487.68,33.7895694,-84.45848465,487.68,33.78938319,-84.45991516,487.68,33.78913879,-84.46143325,480.06,0
174.35.73.93-10.42.0.151-80-43794-6,Air_India,AI-441,28-02-24 23:40,33.78977966,-84.45694904,487.68,33.7895694,-84.45848465,487.68,33.78938319,-84.45991516,487.68,33.78913879,-84.46143325,480.06,33.78895569,-84.46261036,472.44,0
10.42.0.211-121.12.98.85-55354-80-6,SpiceJet,SG-2976,28-02-24 23:40,33.7895694,-84.45848465,487.68,33.78938319,-84.45991516,487.68,33.78913879,-84.46143325,480.06,33.78895569,-84.46261036,472.44,33.78872681,-84.46395563,464.82,0
10.42.0.151-10.42.0.1-23645-53-17,Indigo,6E-2083,28-02-24 23:40,33.78938319,-84.45991516,487.68,33.78913879,-84.46143325,480.06,33.78895569,-84.46261036,472.44,33.78872681,-84.46395563,464.82,33.78849792,-84.46535694,464.82,1
172.217.6.234-10.42.0.151-443-56275-6,Indigo,6E-5018,28-02-24 23:40,33.78913879,-84.46143325,480.06,33.78895569,-84.46261036,472.44,33.78872681,-84.46395563,464.82,33.78849792,-84.46535694,464.82,33.78826904,-84.46675826,464.82,0
10.42.0.211-59.38.112.48-34266-443-6,SpiceJet,SG-2976,28-02-24 23:40,33.78895569,-84.46261036,472.44,33.78872681,-84.46395563,464.82,33.78849792,-84.46535694,464.82,33.78826904,-84.46675826,464.82,33.78812628,-84.46752548,464.82,1
172.217.10.99-10.42.0.42-443-50426-17,SpiceJet,SG-8483,28-02-24 23:40,33.78872681,-84.46395563,464.82,33.78849792,-84.46535694,464.82,33.78826904,-84.46675826,464.82,33.78812628,-84.46752548,464.82,33.78812628,-84.46752548,449.58,0
10.42.0.211-106.11.176.1-52834-443-6,Indigo,6E-549,28-02-24 23:40,33.78849792,-84.46535694,464.82,33.78826904,-84.46675826,464.82,33.78812628,-84.46752548,464.82,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,449.58,0
10.42.0.211-123.125.29.138-38005-443-6,Indigo,6E-5328,28-02-24 23:40,33.78826904,-84.46675826,464.82,33.78812628,-84.46752548,464.82,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,434.34,0
10.42.0.211-106.39.162.36-46998-80-6,AirAsia,I5-764,28-02-24 23:40,33.78812628,-84.46752548,464.82,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,434.34,33.78812628,-84.46752548,434.34,1
10.42.0.211-10.42.0.1-13377-53-17,GO_FIRST,G8-334,28-02-24 23:40,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,434.34,33.78812628,-84.46752548,434.34,33.78691592,-84.47519302,434.34,0
203.205.158.53-10.42.0.42-80-50113-6,GO_FIRST,G8-336,28-02-24 23:40,33.78812628,-84.46752548,449.58,33.78812628,-84.46752548,434.34,33.78812628,-84.46752548,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-103.235.46.39-47985-80-6,Indigo,6E-6202,28-02-24 23:40,33.78812628,-84.46752548,434.34,33.78812628,-84.46752548,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
172.217.6.234-10.42.0.151-443-53347-6,Indigo,6E-2046,28-02-24 23:40,33.78812628,-84.46752548,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-66.198.178.88-47746-443-6,Indigo,6E-2097,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-121.12.98.64-58427-80-6,Indigo,6E-2092,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-104.192.110.245-53752-443-6,Indigo,6.00E-282,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-23.206.166.66-46195-80-6,Indigo,6E-6278,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-10.42.0.1-57695-53-17,Air_India,AI-481,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-10.42.0.1-29955-53-17,Air_India,AI-435,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.42-119.146.74.49-58610-443-6,Vistara,UK-627,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.211-10.42.0.1-44671-53-17,Vistara,UK-637,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-10.42.0.1-4826-53-17,Vistara,UK-706,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
8.0.6.4-8.6.0.1-0-0-0,GO_FIRST,G8-717,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.9.234-10.42.0.151-443-43019-6,AirAsia,I5-773,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.149.136.194-10.42.0.151-80-56097-6,Air_India,AI-9887,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-23.217.155.120-34021-80-6,Air_India,AI-469,28-02-24 23:40,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
172.217.10.131-10.42.0.211-443-45714-6,Air_India,AI-9643,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-52.84.134.157-46422-443-6,Indigo,6E-369,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.42-58.220.11.230-45786-80-6,Air_India,AI-531,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
202.77.129.150-10.42.0.211-80-49814-6,Indigo,6E-2168,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-10.42.0.1-29863-53-17,Indigo,6E-2373,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
203.205.151.47-10.42.0.211-80-54967-6,Vistara,UK-829,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-23.194.140.128-55904-443-6,Vistara,UK-899,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.42-54.192.38.65-33427-443-6,Vistara,UK-829,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-54.192.38.236-54569-443-6,Vistara,UK-871,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.149.136.194-10.42.0.211-443-41883-6,Vistara,UK-899,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.211-10.42.0.1-61867-53-17,Vistara,UK-871,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-123.125.29.220-55364-80-6,Vistara,UK-871,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
203.205.158.62-10.42.0.151-80-33455-6,Vistara,UK-899,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-103.7.30.118-43291-80-6,Vistara,UK-829,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-10.42.0.1-13911-53-17,Air_India,AI-469,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
206.126.112.142-10.42.0.151-443-50800-6,Vistara,UK-859,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.10.110-10.42.0.151-443-46133-6,Vistara,UK-859,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.149.136.194-10.42.0.211-443-55746-6,Indigo,6E-926,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-112.90.74.178-48644-80-6,Air_India,AI-483,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.1-10.42.0.42-53-3416-17,Vistara,UK-879,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-66.231.239.95-46096-443-6,Vistara,UK-879,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-50.18.174.184-46724-443-6,Indigo,6E-2154,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
131.253.61.80-10.42.0.151-443-43797-6,Indigo,6E-2154,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
216.58.219.227-10.42.0.151-443-35301-6,Indigo,6E-2193,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.3.106-10.42.0.42-443-33565-6,Indigo,6E-2193,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-104.192.110.245-38560-443-6,Indigo,6E-607,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-104.24.19.3-47571-80-6,Vistara,UK-683,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
202.77.129.54-10.42.0.211-80-56692-6,Air_India,AI-9843,07-03-24 0:12,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-112.80.248.187-40293-80-6,Air_India,AI-471,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.10.14-10.42.0.211-443-59086-6,Air_India,AI-877,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.9.234-10.42.0.151-443-40294-6,Air_India,AI-473,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.3.110-10.42.0.42-80-44670-6,Air_India,AI-415,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
140.205.230.8-10.42.0.211-80-40920-6,GO_FIRST,G8-2401,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.76.148.65-10.42.0.42-80-50866-6,GO_FIRST,G8-1010,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
220.243.219.55-10.42.0.211-80-45528-6,Air_India,AI-811,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-72.21.206.53-39059-443-6,Air_India,AI-485,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
151.101.21.140-10.42.0.211-443-56694-6,Air_India,AI-451,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
182.22.65.140-10.42.0.151-443-37281-6,Indigo,6.00E-181,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.42-52.216.80.202-51059-80-6,Air_India,AI-411,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.42-104.244.43.163-59104-443-6,Vistara,UK-811,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.211-23.206.166.62-39757-80-6,Vistara,UK-817,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.163.255.159-10.42.0.211-443-52177-6,Vistara,UK-813,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-121.12.98.78-58833-80-6,Vistara,UK-819,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.12.195-10.42.0.151-443-55355-6,Vistara,UK-819,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-64.71.142.124-33652-443-6,Vistara,UK-817,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
172.217.10.238-10.42.0.151-443-53490-6,Vistara,UK-819,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
203.205.151.47-10.42.0.211-80-35686-6,Vistara,UK-819,07-03-24 0:13,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.76.152.13-10.42.0.42-80-52888-6,Vistara,UK-801,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.42-36.110.213.49-33273-443-6,Vistara,UK-807,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-72.21.207.79-41987-443-6,Vistara,UK-801,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.42-95.213.11.133-43656-443-6,Vistara,UK-815,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.151-10.42.0.1-60591-53-17,Vistara,UK-809,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-115.239.210.141-57525-80-6,Air_India,AI-453,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
157.240.2.35-10.42.0.151-80-36363-6,SpiceJet,SG-2277,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
203.205.147.229-10.42.0.211-80-41964-6,Indigo,6.00E-184,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
172.217.12.144-10.42.0.42-443-33133-6,Air_India,AI-807,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-10.42.0.1-5351-52280-17,Air_India,AI-502,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
182.254.5.234-10.42.0.151-80-52636-6,Air_India,AI-506,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.151-66.231.239.122-42287-80-6,Air_India,AI-803,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-10.42.0.1-22351-53-17,Air_India,AI-479,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
180.149.136.194-10.42.0.151-443-33445-6,Air_India,AI-839,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.11.10-10.42.0.151-443-53354-6,Vistara,UK-833,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
157.240.2.15-10.42.0.151-443-35723-6,Vistara,UK-835,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-77.234.44.201-50090-80-6,Vistara,UK-837,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.12.202-10.42.0.151-443-50410-6,Vistara,UK-835,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
172.217.12.206-10.42.0.151-443-39128-6,Vistara,UK-837,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,1
10.42.0.211-10.42.0.1-34144-53-17,Vistara,UK-835,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.211-103.7.30.118-50910-80-6,Vistara,UK-837,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
10.42.0.42-85.93.5.109-42672-80-6,Vistara,UK-839,07-03-24 0:15,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,33.78691592,-84.47519302,434.34,0
